搒摴晎導,巗嬫挰懞,旔擄強柤,廧強,堒搙,宱搙,旔擄強,堦帪旔擄強,峀堟旔擄強,抧恔,晽悈奞,捗攇,廂梕恖悢,旛拁昳,旛峫
幁帣搰導,弌悈巗,弌悈拞妛峑,幁帣搰導弌悈巗拞墰挰1262,32.081325476779,130.34819481316,1,0,0,0,1,0,,,巜掕旔擄強
幁帣搰導,幁壆巗,嵶嶳揷彫懱堢娰,幁帣搰導幁壆巗孁椙挰嵶嶳揷4781-2,31.44178140117,130.92559336774,1,0,0,-,-,-,,,嬞媫旔擄峀応丒旔擄強
幁帣搰導,弌悈孲挿搰挰,揷怟彫妛峑,幁帣搰導弌悈孲挿搰挰嶳栧栰4538,32.09926721768,130.16584405796,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,慮墬巗,娾愳抧嬫擾嬈峔憿夵慞僙儞僞乕,幁帣搰導慮墬巗,31.597714088865,130.99248405199,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,嶧杸愳撪巗,幁搰岞柉娰,幁帣搰導嶧杸愳撪巗錫柎揷1530-1,31.776223848157,129.79092085423,1,0,0,0,1,0,160恖,,巜掕旔擄強
幁帣搰導,幁壆巗,幁壆巗巗柉岎棳僙儞僞乕暉巸僾儔僓,幁帣搰導幁壆巗戝庤挰1-1,31.389585228709,130.8506934025,1,0,0,-,-,-,,,旔擄強
幁帣搰導,墏旤巗,椦摴戧峴慄,幁帣搰導墏旤巗,28.246074894817,129.40807702931,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,嶧杸愳撪巗,懞惣廤夛強,幁帣搰導嶧杸愳撪巗棦1567,31.838316480324,129.92138967801,1,0,0,0,1,0,30恖,,巜掕旔擄強
幁帣搰導,撿偝偮傑巗,壛悽揷塣摦岞墍,幁帣搰導撿偝偮傑巗壛悽揷晲揷18100斣抧,31.41389461692,130.31404779133,1,0,0,-,-,-,,,旔擄強
幁帣搰導,柖搰巗,杚擵尨榁恖宔偺壠,幁帣搰導柖搰巗暉嶳5290-61,31.670696081368,130.85132280228,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,嶧杸愳撪巗,憅栰抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗憅栰1556,31.851440357527,130.39631073014,1,0,0,-,-,-,,,旔擄強
幁帣搰導,弌悈孲挿搰挰,戦憙拞妛峑,幁帣搰導弌悈孲挿搰挰戦憙1607,32.194516196835,130.17510520203,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,柖搰巗,壓堜曐堢墍,幁帣搰導柖搰巗壓堜1613,31.709237821819,130.78068604903,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,枍嶈巗,壩偺恄曐堢墍,幁帣搰導枍嶈巗墫壆杒挰646,31.26339221537,130.27763940029,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,墏旤巗,崙摴58崋乮婌悾曽柺乯,幁帣搰導墏旤巗妢棙挰庤壴晹,28.436662303584,129.66305825919,-,-,-,1,0,1,,,堦帪旔擄応強
幁帣搰導,娞懏孲撿戝嬿挰,曈捤彫妛峑,幁帣搰導娞懏孲撿戝嬿挰嵅懡曈捤441斣抧1,31.095123605677,130.82710736629,1,0,0,-,-,-,,,旔擄強
幁帣搰導,弌悈巗,栰揷彫妛峑,幁帣搰導弌悈巗栰揷挰忋柤375,32.057810508442,130.26736122628,1,0,0,1,1,0,,,巜掕旔擄強
幁帣搰導,垿椙巗,栘揷帺嫽娰,幁帣搰導垿椙巗壛帯栘挰栘揷3409-4,31.747206299059,130.65115842902,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,孎栄孲壆媣搰挰,拞娫岞柉娰,幁帣搰導孎栄孲壆媣搰挰拞娫703,30.256624915498,130.43246797562,1,0,0,-,-,-,86恖,,旔擄強
幁帣搰導,垿椙孲桸悈挰,巐僣巬屻岞柉娰,幁帣搰導垿椙孲桸悈挰愳惣741-5,32.017486188101,130.73712813888,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,戝搰孲抦柤挰,揷奆傊偒抧暉巸娰,幁帣搰導戝搰孲抦柤挰揷奆2194,27.386252825278,128.54014324875,1,0,0,-,-,-,40恖,,旔擄応強丒旔擄強
幁帣搰導,撿偝偮傑巗,朧捗妛墍,幁帣搰導撿偝偮傑巗朧捗挰朧8964,31.27188732581,130.23078010751,1,0,0,-,-,-,,,旔擄強
幁帣搰導,埳嵅巗,旽姞傂傑傢傝娰,幁帣搰導埳嵅巗旽姞慜栚3650-34,32.009986954875,130.67594677199,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,戝搰孲悾屗撪挰,嶰塝暘娰,幁帣搰導戝搰孲悾屗撪挰戝帤嶰塝10,28.149829001009,129.24511267496,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,嶧杸孲偝偮傑挰,導塩庒憪抍抧廤夛応,幁帣搰導嶧杸孲偝偮傑挰屨嫃挰8-1,31.908741798982,130.45159586094,1,0,0,-,-,-,30恖,,旔擄強
幁帣搰導,撿嬨廈巗,撿嬨廈巗棫晜曈彫妛峑,幁帣搰導撿嬨廈巗抦棗挰搶暿晎9564,31.315679717811,130.44133033214,1,0,0,-,-,-,310恖,,旔擄強
幁帣搰導,偄偪偒孁栘栰巗,孁栘栰懱堢僙儞僞乕,幁帣搰導偄偪偒孁栘栰巗挿嶈挰91,31.708958732691,130.2665123502,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,柖搰巗,妝墍偺偦偺枩棦墤,幁帣搰導柖搰巗壝椺愳4363,31.817739360154,130.75643145563,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,嶧杸孲偝偮傑挰,擇搉塩擾尋廋娰,幁帣搰導嶧杸孲偝偮傑挰擇搉4811-1,31.870653964703,130.42587149423,1,0,0,-,-,-,70恖,,旔擄強
幁帣搰導,戝搰孲抦柤挰,梋懡傊偒抧暉巸娰,幁帣搰導戝搰孲抦柤挰梋懡932,27.360828678112,128.61040432584,1,0,0,-,-,-,20恖,,旔擄応強丒旔擄強
幁帣搰導,柖搰巗,暉嶳憤崌巟強,幁帣搰導柖搰巗暉嶳5290-61,31.670728101713,130.85240102146,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,柖搰巗,晘崻岞柉娰,幁帣搰導柖搰巗晘崻180,31.705380643393,130.78917825739,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,嶧杸愳撪巗,婑揷抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗婑揷挰139,31.809808666798,130.18476593196,1,0,0,0,1,0,90恖,,巜掕旔擄強
幁帣搰導,巜廻巗,暉尦岞柉娰,幁帣搰導巜廻巗嶳愳怴惗挰57斣抧,31.202819146864,130.63937943009,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,撿偝偮傑巗,枩悽抧嬫岞柉娰,幁帣搰導撿偝偮傑巗壛悽揷搨恗尨6050斣抧,31.425851275371,130.29368022396,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,巜廻巗,崱榓愹彫妛峑,幁帣搰導巜廻巗娾杮2743斣抧,31.293778905623,130.59545772307,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,垿椙孲桸悈挰,岾揷摢岞柉娰,幁帣搰導垿椙孲桸悈挰岾揷2077-16,31.936034904157,130.66123999807,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,弌悈巗,峕撪僇儞僩儕乕僐傾,幁帣搰導弌悈巗崅旜栰挰峕撪3377斣抧,32.096080560042,130.25228188304,1,0,0,0,1,0,,,巜掕旔擄強
幁帣搰導,嶧杸愳撪巗,愳掙廤夛強,幁帣搰導嶧杸愳撪巗彫憅挰6639-3,31.850759066681,130.26090843419,1,0,0,0,1,0,20恖,,巜掕旔擄強
幁帣搰導,嶧杸孲偝偮傑挰,掃揷抧嬫僐儈儏僯僥傿乕僙儞僞乕,幁帣搰導嶧杸孲偝偮傑挰掃揷3424-1,31.952296245469,130.49421875418,1,0,0,-,-,-,100恖,,旔擄強
幁帣搰導,嶧杸愳撪巗,婽嶳彫妛峑,幁帣搰導嶧杸愳撪巗媨撪挰1680,31.820179546928,130.29076982828,-,-,-,0,1,0,900恖,,巜掕旔擄応強丒巜掕旔擄強
幁帣搰導,撿偝偮傑巗,忋栰廤夛強,幁帣搰導撿偝偮傑巗,31.327271234526,130.24472095831,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,悅悈巗,尮墍僶僗掆,幁帣搰導悅悈巗,31.529574044396,130.70526149171,-,-,-,-,-,-,,,嶗搰壩嶳敋敪廤寢抧
幁帣搰導,嶧杸愳撪巗,戝攏墇抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗塝擵柤3492-4,31.775036195364,130.45005011524,1,0,0,0,1,0,90恖,,巜掕旔擄強
幁帣搰導,慮墬巗,妢栘崅楊幰僐儈儏僯僥傿僙儞僞乕,幁帣搰導慮墬巗,31.631526651269,130.96826571447,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,柖搰巗,栰岥岞柉娰,幁帣搰導柖搰巗栰岥挰12-10,31.736092622214,130.75166924703,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,巜廻巗,榚塝岞柉娰,幁帣搰導巜廻巗奐暦廫挰4502,31.198570693365,130.51675773899,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,孎栄孲撿庬巕挰,暯嶳彫妛峑懱堢娰,幁帣搰導孎栄孲撿庬巕挰暯嶳1622,30.434655417521,130.95901660405,1,0,0,-,-,-,200恖,,俀師旔擄強
幁帣搰導,嶧杸孲偝偮傑挰,嶧杸擾懞娐嫬夵慞僙儞僞乕,幁帣搰導嶧杸孲偝偮傑挰媮柤12753-3,31.927086511061,130.53749740799,1,0,0,-,-,-,100恖,,旔擄強丒暉巸旔擄強
幁帣搰導,撿偝偮傑巗,塿嶳抧嬫岞柉娰,幁帣搰導撿偝偮傑巗壛悽揷媨尨767斣抧1,31.431328007733,130.31469615894,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,戝搰孲戝榓懞,戝榓彫拞妛峑,幁帣搰導戝搰孲戝榓懞巚彑370斣抧,28.355721908399,129.39492710349,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,幁壆巗,孁椙擾懞娐嫬夵慞僙儞僞乕,幁帣搰導幁壆巗孁椙挰忋彫尨2619-4,31.39510300288,130.91807078464,1,0,0,-,-,-,,,嬞媫旔擄峀応丒旔擄強
幁帣搰導,戝搰孲榓攽挰,嬍忛帤岞柉娰,幁帣搰導戝搰孲榓攽挰嬍忛1069-3,27.385876403326,128.62777180358,1,0,0,0,1,0,50恖,,旔擄応強丒旔擄強
幁帣搰導,柖搰巗,墶愳岞柉娰,幁帣搰導柖搰巗拞僲192-7,31.903032092064,130.70598911882,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,墏旤巗,戝孎抧嬫廤夛応,幁帣搰導墏旤巗柤悾戝孎571-1,28.403199365903,129.5212957367,1,0,0,1,1,1,,,旔擄強
幁帣搰導,戝搰孲揤忛挰,杒拞妛峑懱堢娰,幁帣搰導戝搰孲揤忛挰愺娫,27.836875214444,128.89059159943,1,0,0,-,-,-,300恖,,旔擄強
幁帣搰導,戝搰孲摽擵搰挰,曣娫彫妛峑,幁帣搰導戝搰孲摽擵搰挰曣娫9375,27.810339612119,128.98131272244,1,0,0,-,-,-,,,旔擄強
幁帣搰導,撿偝偮傑巗,廐栚恌椕強,幁帣搰導撿偝偮傑巗朧捗挰廐栚805,31.359862953693,130.19961768205,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,孎栄孲拞庬巕挰,娾壀彫妛峑,幁帣搰導孎栄孲拞庬巕挰嶁堜969,30.492028792504,130.89385876384,1,0,0,-,-,-,222恖,,俀師旔擄強
幁帣搰導,孎栄孲拞庬巕挰,拞庬巕拞妛峑,幁帣搰導孎栄孲拞庬巕挰栰娫5208-1,30.535871267688,130.95732141094,1,0,0,-,-,-,290恖,,俀師旔擄強
幁帣搰導,枍嶈巗,寬峃僙儞僞乕,幁帣搰導枍嶈巗擔擵弌挰231,31.271944686335,130.30230068611,1,0,0,0,1,0,200恖,,戞堦旔擄強
幁帣搰導,戝搰孲榓攽挰,崙摢彫妛峑,幁帣搰導戝搰孲榓攽挰崙摢2904,27.424895110395,128.68344633337,1,0,0,1,1,0,300恖,,旔擄応強丒旔擄強
幁帣搰導,弌悈巗,栰揷彈巕崅摍妛峑,幁帣搰導弌悈巗,32.064159789376,130.26644826444,1,0,0,1,1,0,,,巜掕旔擄強
幁帣搰導,垿椙孲桸悈挰,巐僣巬慜岞柉娰,幁帣搰導垿椙孲桸悈挰愳惣1058-5,32.011781179489,130.73492324697,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,墏旤巗,巗摴愳忋丒妢棙慄乮妢棙曽柺乯,幁帣搰導墏旤巗,28.484150224032,129.67377899278,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,墏旤巗,巗摴姉惗嶈慄乮愳忋曽柺乯,幁帣搰導墏旤巗,28.489092249495,129.65652450925,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,墏旤巗,廧梡岞柉娰,幁帣搰導墏旤巗廧梡挰惣拠娫65,28.264586283829,129.40787925012,1,0,0,1,1,1,,,旔擄強
幁帣搰導,嶧杸愳撪巗,幁帣搰弮怱戝妛,幁帣搰導嶧杸愳撪巗揤扖挰2365,31.825982616126,130.32879971759,1,0,0,0,1,0,1180恖,,巜掕旔擄強
幁帣搰導,悅悈巗,彫昹旔擄崍,幁帣搰導悅悈巗,31.545681492441,130.70579232571,-,-,-,-,-,-,,,嶗搰壩嶳敋敪廤寢抧
幁帣搰導,娞懏孲撿戝嬿挰,搊旜彫妛峑,幁帣搰導娞懏孲撿戝嬿挰崻愯曈揷3310斣抧,31.139744614689,130.7512746934,1,0,0,-,-,-,,,旔擄強
幁帣搰導,幁壆巗,忋彫尨暘娰乮忋彫尨峑嬫岞柉娰乯,幁帣搰導幁壆巗孁椙挰忋彫尨5346-1,31.371658232472,130.93215626637,1,0,0,-,-,-,,,旔擄強
幁帣搰導,幁帣搰孲嶰搰懞,戝棦傆傞偝偲僙儞僞乕,幁帣搰導幁帣搰孲嶰搰懞戝帤崟搰67-4,30.835478894455,129.95359899649,1,0,0,-,-,-,,,旔擄強
幁帣搰導,幁壆巗,壓柤彫懱堢娰,幁帣搰導幁壆巗屷暯挰壓柤3062,31.349040499886,130.89969064294,1,0,0,-,-,-,,,嬞媫旔擄峀応丒旔擄強
幁帣搰導,枍嶈巗,摴栰岞柉娰,幁帣搰導枍嶈巗,31.303615569309,130.27274566381,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,撿偝偮傑巗,愒惗栘彫妛峑,幁帣搰導撿偝偮傑巗妢嵐挰愒惗栘275,31.394666047379,130.2082667103,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,柖搰巗,墶愳拞妛峑,幁帣搰導柖搰巗拞僲524,31.901295366804,130.69508627908,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,孎栄孲壆媣搰挰,敧敠彫妛峑,幁帣搰導孎栄孲壆媣搰挰暯撪444-1,30.237293048737,130.50786244444,1,0,0,-,-,-,1091恖,,旔擄強
幁帣搰導,嶧杸愳撪巗,愳撪暥壔儂乕儖,幁帣搰導嶧杸愳撪巗庒徏挰3-10,31.81385274134,130.30271335339,1,0,0,0,1,0,300恖,,巜掕旔擄強
幁帣搰導,戝搰孲悾屗撪挰,埳恵廤夛強,幁帣搰導戝搰孲悾屗撪挰埳恵402-2,28.150145352086,129.35587525369,1,0,0,-,-,-,50恖,,旔擄応強
幁帣搰導,嶧杸愳撪巗,憤崌媥梴夛娰,幁帣搰導嶧杸愳撪巗巗斾栰2576-1,31.790603730092,130.40645343845,1,0,0,0,1,0,340恖,,巜掕旔擄強
幁帣搰導,幁壆巗,妜栰岞柉娰,幁帣搰導幁壆巗婸杒挰忋昐堷5298-1,31.550337328739,130.82159910307,1,0,0,-,-,-,,,旔擄強
幁帣搰導,戝搰孲榓攽挰,崙摢帤岞柉娰,幁帣搰導戝搰孲榓攽挰崙摢2969-1,27.427274065399,128.68555878712,1,0,0,1,1,0,80恖,,旔擄応強丒旔擄強
幁帣搰導,戝搰孲抦柤挰,媣巙専峔憿夵慞僙儞僞?,幁帣搰導戝搰孲抦柤挰媣巙専,27.371568253944,128.59803389843,1,0,0,-,-,-,30恖,,旔擄強
幁帣搰導,弌悈孲挿搰挰,摗擵尦廤棊岞柉娰,幁帣搰導弌悈孲挿搰挰暯旜1146-1,32.197092524397,130.14468492046,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,墏旤巗,懪揷尨嶈尨抧嬫乮棤嶳乯,幁帣搰導墏旤巗,28.46400534831,129.65145846516,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,戝搰孲婌奅挰,媽彫栰捗彫妛峑,幁帣搰導戝搰孲婌奅挰彫栰捗850,28.365011365756,130.00186952632,1,0,0,-,-,-,550恖,,旔擄梊掕応強
幁帣搰導,嶧杸愳撪巗,媽婑揷彫妛峑,幁帣搰導嶧杸愳撪巗婑揷挰253,31.808003245793,130.1856187135,-,-,-,0,1,0,380恖,,巜掕旔擄応強
幁帣搰導,柖搰巗,嶳儢栰暘抍屆忛抧嬫嫆揰巤愝,幁帣搰導柖搰巗忋僲2891-1,31.900595274825,130.64709365805,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,柖搰巗,崙暘惣曐堢墍,幁帣搰導柖搰巗峀悾2-34-2,31.717929152545,130.76012364793,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,擔抲巗,悂忋抧嬫岞柉娰,幁帣搰導擔抲巗悂忋挰擖棃290,31.502691369512,130.33516309843,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,垿椙巗,壓媣摽抧嬫偄偒偄偒岎棳僙儞僞乕,幁帣搰導垿椙巗姉惗挰壓媣摽544-2,31.754688161866,130.58566309755,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,娞懏孲搶孁椙挰,攼尨徚杊夛娰,幁帣搰導娞懏孲搶孁椙挰愳搶3423,31.363949732144,131.00566191814,1,0,0,-,-,-,50恖,,旔擄強
幁帣搰導,孎栄孲壆媣搰挰,堦柀彫妛峑,幁帣搰導孎栄孲壆媣搰挰堦柀488-1,30.450568125776,130.48450159477,1,0,0,-,-,-,1054恖,,旔擄強
幁帣搰導,埳嵅巗,旽姞拞妛峑,幁帣搰導埳嵅巗旽姞慜栚2697,31.99852307422,130.64974034363,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,娞懏孲搶孁椙挰,峔憿夵慞僙儞僞乕,幁帣搰導娞懏孲搶孁椙挰愳搶1535,31.390492143063,130.99930027383,1,0,0,-,-,-,100恖,,旔擄強
幁帣搰導,墏旤巗,嶳娫岞柉娰,幁帣搰導墏旤巗廧梡挰戝帤嶳娫418-9,28.242769636612,129.41503520057,1,0,0,1,1,1,,,旔擄強
幁帣搰導,撿偝偮傑巗,崅憅岞柉娰,幁帣搰導撿偝偮傑巗,31.413865326193,130.33568653093,1,0,0,-,-,-,,,旔擄強
幁帣搰導,垻媣崻巗,惣栚抧嬫廤夛巤愝,幁帣搰導垻媣崻巗惣栚2142斣抧2,31.984344238249,130.20747327057,1,0,0,-,-,-,300恖,,巜掕旔擄強
幁帣搰導,慮墬巗,戝嬿拞墰岞柉娰,幁帣搰導慮墬巗戝嬿挰娾愳6484-2,31.594149617535,130.99635476646,1,0,0,-,-,-,2458恖,,旔擄巤愝
幁帣搰導,慮墬巗,寧栰彫妛峑,幁帣搰導慮墬巗戝嬿挰寧栰7133-1,31.562117508649,130.99933051103,1,0,0,-,-,-,4748恖,,旔擄強
幁帣搰導,撿嬨廈巗,恄揳峑嬫岞柉娰,幁帣搰導撿嬨廈巗愳曈挰恄揳5686-1,31.432291095562,130.41971803681,1,0,0,-,-,-,20恖,,旔擄強
幁帣搰導,擔抲巗,搚嫶拞妛峑懱堢娰,幁帣搰導擔抲巗埳廤堾挰搚嫶1350,31.635984340115,130.44717446404,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,娞懏孲娞晅挰,媽戝塝彫拞妛峑,幁帣搰導娞懏孲娞晅挰娸椙1474,31.125650035999,130.91845064704,1,0,0,-,-,-,100恖,,梊掕旔擄応強
幁帣搰導,墏旤巗,愳忋愇桘揦,幁帣搰導墏旤巗,28.484601693778,129.69402060786,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,嶧杸孲偝偮傑挰,掃揷懱堢娰,幁帣搰導嶧杸孲偝偮傑挰恄巕668-10,31.950243317683,130.48000862338,1,0,0,-,-,-,200恖,,旔擄強
幁帣搰導,垿椙孲桸悈挰,媑徏拞妛峑,幁帣搰導垿椙孲桸悈挰愳惣2137-7,32.005859821281,130.74191173393,1,0,0,1,0,0,,,旔擄応強
幁帣搰導,垿椙巗,戝嶳彫妛峑,幁帣搰導垿椙巗姉惗挰敀抝5522-1,31.748796227038,130.50378267318,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,幁帣搰孲嶰搰懞,曅攽傆傟偁偄僙儞僞乕,幁帣搰導幁帣搰孲嶰搰懞帤崟搰39偺3斣抧,30.83258129105,129.90875298452,1,0,0,-,-,-,,,旔擄強
幁帣搰導,弌悈孲挿搰挰,挿搰挰憤崌挰柉懱堢娰,幁帣搰導弌悈孲挿搰挰戦憙3653,32.198332665631,130.17989091656,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,慮墬巗,嵿晹撿彫妛峑,幁帣搰導慮墬巗嵿晹挰撿枔5322,31.69793649453,130.94061788031,1,0,0,-,-,-,6370恖,,旔擄強
幁帣搰導,墏旤巗,巗摴暯丒搚昹慄,幁帣搰導墏旤巗,28.415934504844,129.6734385785,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,偄偪偒孁栘栰巗,愳忋彫妛峑懱堢娰,幁帣搰導偄偪偒孁栘栰巗愳忋1200,31.713662020596,130.32662379376,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,巜廻巗,惣巜廻拞妛峑,幁帣搰導巜廻巗怴惣曽1545斣抧,31.27562191819,130.58684820773,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,柖搰巗,愳尨岞柉娰,幁帣搰導柖搰巗愳尨5026,31.746411387779,130.82282954064,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,戝搰孲悾屗撪挰,幚媣暘娰,幁帣搰導戝搰孲悾屗撪挰戝帤幚媣179-2,28.186181918054,129.18534676794,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,柖搰巗,杚擵尨塣摦応,幁帣搰導柖搰巗暉嶳5336,31.670017295854,130.85251025823,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,戝搰孲悾屗撪挰,惔悈暘娰,幁帣搰導戝搰孲悾屗撪挰惔悈棦尨137,28.135982777125,129.32889287466,1,0,0,-,-,-,95恖,,旔擄応強
幁帣搰導,柖搰巗,柖搰曐寬暉巸僙儞僞乕,幁帣搰導柖搰巗揷岥500,31.830426851755,130.83912268744,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,偄偪偒孁栘栰巗,巗棃擾寍崅摍妛峑懱堢娰,幁帣搰導偄偪偒孁栘栰巗柀挰160,31.690974988693,130.29627964661,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,戝搰孲榓攽挰,宭晍帤岞柉娰,幁帣搰導戝搰孲榓攽挰宭晍316-3,27.404607702218,128.63611225302,1,0,0,0,1,0,50恖,,旔擄応強丒旔擄強
幁帣搰導,戝搰孲揤忛挰,慜栰岞柉娰,幁帣搰導戝搰孲揤忛挰壀慜68-1,27.847150741863,128.88998696978,1,0,0,-,-,-,100恖,,旔擄強
幁帣搰導,弌悈孲挿搰挰,塝掙掕廧懀恑僙儞僞乕,幁帣搰導弌悈孲挿搰挰塝掙888-2,32.196904053356,130.15620909441,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,垿椙巗,垿椙惗妶夵慞僙儞僞乕,幁帣搰導垿椙巗杒嶳849-3,31.820476125124,130.59980069211,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,撿偝偮傑巗,崅懢榊岞墍憤崌懱堢娰,幁帣搰導撿偝偮傑巗朧捗挰攽8530,31.286099190373,130.22933522467,1,0,0,-,-,-,,,旔擄強
幁帣搰導,孎栄孲壆媣搰挰,灚愳惗妶娰,幁帣搰導孎栄孲壆媣搰挰擁愳1480-1,30.402890084136,130.62139758174,1,0,0,-,-,-,88恖,,旔擄強
幁帣搰導,枍嶈巗,徏嶈岞柉娰,幁帣搰導枍嶈巗,31.305364961218,130.35191406753,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,柖搰巗,戝揷彫妛峑,幁帣搰導柖搰巗揷岥64,31.82233254725,130.83653965981,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,戝搰孲摽擵搰挰,嶳岞柉娰,幁帣搰導戝搰孲摽擵搰挰嶳1836斣抧3,27.865578415853,128.95637065186,1,0,0,-,-,-,,,旔擄強
幁帣搰導,嶧杸愳撪巗,挬梲抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗塝擵柤12508,31.790624242239,130.46768080916,1,0,0,0,1,0,80恖,,巜掕旔擄強
幁帣搰導,惣擵昞巗,埨擺彫妛峑懱堢娰,幁帣搰導惣擵昞巗埨擺976,30.730617030405,131.06079734127,1,0,0,-,-,-,155恖,,旔擄応強
幁帣搰導,垿椙巗,垿椙巗壏愹僙儞僞乕乽偔偡偺搾乿,幁帣搰導垿椙巗姉惗挰敀抝1504,31.772114644523,130.54080431362,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,惣擵昞巗,榁恖暉巸僙儞僞乕,幁帣搰導惣擵昞巗嶗儢媢7779-94,30.737147382729,131.00682257404,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,悅悈巗,慜嶈旔擄崍,幁帣搰導悅悈巗,31.55686440253,130.72417886861,-,-,-,-,-,-,,,嶗搰壩嶳敋敪廤寢抧
幁帣搰導,墏旤巗,巗摴愡揷14崋慄乮忋晹乯,幁帣搰導墏旤巗,28.419574553071,129.69213836282,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,戝搰孲塅専懞,晹楢岞柉娰,幁帣搰導戝搰孲塅専懞晹楢622-7,28.260872232981,129.27369427467,1,0,0,-,-,-,150恖,,旔擄応強
幁帣搰導,撿偝偮傑巗,朧攽拞妛峑懱堢娰,幁帣搰導撿偝偮傑巗,31.277158771361,130.23091599208,1,0,0,-,-,-,,,旔擄強
幁帣搰導,慮墬孲戝嶈挰,拞壂抧嬫岞柉娰,幁帣搰導慮墬孲戝嶈挰旽揷3093斣抧3,31.456852868129,131.01995943646,1,0,0,-,-,-,30恖,,旔擄応強丒旔擄強
幁帣搰導,戝搰孲棿嫿挰,埨栘壆応岞柉娰,幁帣搰導戝搰孲棿嫿挰埨栘壆応,28.475562775836,129.61055887805,-,-,-,1,1,0,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,埳嵅巗,旽姞彫妛峑,幁帣搰導埳嵅巗旽姞慜栚2013,32.012523992861,130.64127648031,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,幁壆巗,忋揷嶈僐儈儏僯僥傿乕僙儞僞乕,幁帣搰導幁壆巗揷嶈挰2349-1,31.362563361668,130.85949648664,1,0,0,-,-,-,,,旔擄強
