CODE,都道府県名,二次医療圏,支援要否,医療派遣ステータス,名称,チーム数,更新日時,医師出勤状況,緊急時入力/入院病棟倒壊・倒壊の恐れ,緊急時入力/ライフライン・サプライ状況/電気使用不可,緊急時入力/ライフライン・サプライ状況/水使用不可,緊急時入力/ライフライン・サプライ状況/医療ガス使用不可,緊急時入力/ライフライン・サプライ状況/医薬品衛生資器材使用不可,緊急時入力/多数患者受診,緊急時入力/職員状況,緊急時入力/その他,緊急時入力/情報取得日時,緊急時入力/緊急連絡先/電話番号,緊急時入力/緊急連絡先/メールアドレス,緊急時入力/更新日時,詳細入力/施設の倒壊・倒壊の恐れ/入院病棟,詳細入力/施設の倒壊・倒壊の恐れ/救急外来,詳細入力/施設の倒壊・倒壊の恐れ/一般外来,詳細入力/施設の倒壊・倒壊の恐れ/手術室,詳細入力/施設の倒壊・倒壊の恐れ/その他,詳細入力/ライフライン・サプライ状況/電気使用不可,詳細入力/ライフライン・サプライ状況/水使用不可,詳細入力/ライフライン・サプライ状況/医療ガス使用不可,詳細入力/ライフライン・サプライ状況/配管損傷有無,詳細入力/ライフライン・サプライ状況/食糧供給なし,詳細入力/ライフライン・サプライ状況/医薬品供給なし,詳細入力/ライフライン・サプライ状況/詳細有無,詳細入力/機能/手術不可,詳細入力/機能/人工透析不可,詳細入力/現在の患者数状況/実働病床数,詳細入力/現在の患者数状況/受入患者数/重症,詳細入力/現在の患者数状況/受入患者数/中等症,詳細入力/現在の患者数状況/在院患者数/重症,詳細入力/現在の患者数状況/在院患者数/中等症,詳細入力/今後、転送が必要な患者数/重症,詳細入力/今後、転送が必要な患者数/中等症,詳細入力/今後、転送が必要な患者数/人工呼吸,詳細入力/今後、転送が必要な患者数/酸素,詳細入力/今後、転送が必要な患者数/担送,詳細入力/今後、転送が必要な患者数/護送,詳細入力/今後、受け入れ可能な患者数/災害時診療能力,詳細入力/今後、受け入れ可能な患者数/重症,詳細入力/今後、受け入れ可能な患者数/中等症,詳細入力/今後、受け入れ可能な患者数/人工呼吸,詳細入力/今後、受け入れ可能な患者数/酸素,詳細入力/今後、受け入れ可能な患者数/担送,詳細入力/今後、受け入れ可能な患者数/護送,詳細入力/外来受付状況/外来受付状況,詳細入力/外来受付状況/受付時間帯1/開始,詳細入力/外来受付状況/受付時間帯1/終了,詳細入力/外来受付状況/受付時間帯2/開始,詳細入力/外来受付状況/受付時間帯2/終了,詳細入力/外来受付状況/受付時間帯3/開始,詳細入力/外来受付状況/受付時間帯3/終了,詳細入力/職員数/出勤医師数,詳細入力/職員数/出勤医師数 内DMAT,詳細入力/職員数/出勤看護師数,詳細入力/職員数/出勤看護師数 内DMAT,詳細入力/職員数/その他出勤人数,詳細入力/職員数/その他出勤人数 内DMAT,詳細入力/その他/その他,詳細入力/情報取得日時,詳細入力/更新日時,救護所有無,所属本部,END
391395104890 ,高知県,高知市,未,未入力,藤戸病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393101140 ,高知県,高知市,未,未入力,ふないキッズクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395104920 ,高知県,高知市,未,未入力,細木病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395111090 ,高知県,高知市,要,要手配,細木ユニティ病院,0,2016/6/8 14:46,0,1,1,1,1,1,1,1,,2016/6/8 14:43,,,2016/6/8 14:46,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395105930 ,高知県,高知市,未,未入力,町田病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393111370 ,高知県,高知市,未,未入力,まなべ小児科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395103330 ,高知県,高知市,未,未入力,マリン病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395105220 ,高知県,高知市,未,未入力,南病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395105350 ,高知県,高知市,未,未入力,見元回生病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395118360 ,高知県,高知市,未,未入力,村上外科胃腸科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391393100120 ,高知県,高知市,未,未入力,もみのき病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395130290 ,高知県,高知市,未,未入力,矢野小児科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395105480 ,高知県,高知市,未,未入力,山村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395107400 ,高知県,高知市,未,未入力,横浜病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393106510 ,高知県,高知市,未,未入力,依光内科クリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391396300370 ,高知県,高知市,未,未入力,リハビリテーション病院すこやかな杜,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395200200 ,高知県,安芸,未,未入力,あき総合病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392396300110 ,高知県,安芸,未,未入力,いちごクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395204700 ,高知県,安芸,未,未入力,宇都宮内科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395200620 ,高知県,安芸,要,要手配,芸西病院,0,2016/6/8 15:09,0,1,0,1,1,1,0,0,,2016/6/8 14:51,,,2016/6/8 15:05,1,1,1,1,,3,2,2,,1,1,,1,1,0,0,0,5,10,5,0,0,3,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,8,3,20,5,20,5,,2016/6/8 14:52,2016/6/8 15:09,0,,1
392395201220 ,高知県,安芸,未,未入力,高知高須病院附属安芸診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393102860 ,高知県,安芸,未,未入力,高知高須病院室戸クリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395200750 ,高知県,安芸,要,要手配,田野病院,0,2016/6/8 15:11,0,0,0,0,0,0,1,1,,2016/6/8 14:46,77777777,,2016/6/8 15:09,0,0,0,0,,3,4,3,0,2,3,,,0,0,5,20,5,50,2,0,2,0,2,0,0,3,20,2,10,3,20,2,--：--,--：--,--：--,--：--,--：--,--：--,15,0,100,0,30,0,,2016/6/8 14:48,2016/6/8 15:11,0,,1
392395902240 ,高知県,安芸,未,未入力,野根診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395900340 ,高知県,安芸,未,未入力,室戸中央病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395900470 ,高知県,安芸,要,要手配,室戸病院,0,2016/6/8 15:11,0,0,1,1,0,1,1,1,,2016/6/8 14:46,,,2016/6/8 14:49,1,1,1,1,,1,1,1,0,1,1,,1,1,0,0,0,10,30,10,30,0,0,0,0,0,0,0,0,0,0,0,1,0:00,23:59,--：--,--：--,--：--,--：--,10,2,20,5,10,3,,2016/6/8 15:11,2016/6/8 15:11,0,,1
392395902820 ,高知県,安芸,未,未入力,むろとぴあ医院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395200460 ,高知県,安芸,要,要手配,森澤病院,0,2016/6/8 14:49,0,0,0,1,0,1,0,0,点滴が不足しています,2016/6/8 14:47,111111,,2016/6/8 14:49,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395900210 ,高知県,安芸,未,未入力,やまもと病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395504400 ,高知県,中央東,未,未入力,赤岡医院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392396201100 ,高知県,中央東,未,未入力,あけぼの小児クリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395128200 ,高知県,中央東,未,未入力,いちはら内科小児科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395505960 ,高知県,中央東,未,未入力,岩河整形外科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395800280 ,高知県,中央東,要,要手配,大杉中央病院,0,2016/6/8 15:11,0,1,0,1,1,0,1,1,,2016/6/8 14:50,,,2016/6/8 14:51,1,0,0,0,,3,3,2,,3,3,,1,1,0,13,10,15,70,13,50,10,30,65,0,0,0,5,0,5,2,3,1,--：--,--：--,--：--,--：--,--：--,--：--,10,1,50,2,50,2,,2016/6/8 14:51,2016/6/8 15:11,0,,1
391395108410 ,高知県,中央東,未,未入力,岡豊病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392396205300 ,高知県,中央東,未,未入力,おひさま　こどもクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392396200190 ,高知県,中央東,未,未入力,かがみ診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395500320 ,高知県,中央東,未,未入力,香長中央病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395500610 ,高知県,中央東,要,要手配,香北病院,0,2016/6/8 15:08,0,1,1,1,1,1,1,1,,2016/6/8 14:50,,,2016/6/8 15:08,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395108120 ,高知県,中央東,未,未入力,北村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395108830 ,高知県,中央東,未,未入力,高知大学医学部附属病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395800440 ,高知県,中央東,要,要手配,早明浦病院,0,2016/6/9 7:50,0,1,1,1,1,1,1,1,,2016/6/8 14:44,,,2016/6/9 7:50,1,0,1,0,,2,2,3,1,2,2,,1,1,0,5,10,10,25,10,25,1,12,11,10,0,0,0,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/8 15:23,2016/6/8 15:25,0,,1
391396200180 ,高知県,中央東,未,未入力,ＪＡ高知病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395800450 ,高知県,中央東,未,未入力,高橋医院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395140710 ,高知県,中央東,未,未入力,田村こどもクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395503490 ,高知県,中央東,未,未入力,寺田内科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395110790 ,高知県,中央東,未,未入力,土佐希望の家,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395500290 ,高知県,中央東,要,要手配,同仁病院,0,2016/6/8 15:09,0,1,1,1,0,0,1,1,,2016/6/8 14:45,,,2016/6/8 15:07,1,1,1,1,,1,1,3,,2,2,,1,1,0,4,15,8,30,8,30,2,2,2,32,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/8 14:46,2016/6/8 15:09,0,,1
391395108620 ,高知県,中央東,未,未入力,南国病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395110950 ,高知県,中央東,要,要手配,南国厚生病院,0,2016/6/8 15:10,0,0,1,0,1,0,0,0,大量の患者が来院中。医師・看護師の不足あり。,2016/6/8 15:00,,,2016/6/8 15:07,0,0,0,0,,2,4,2,0,2,3,,1,1,0,1,5,4,8,1,3,1,2,2,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,10,1,50,2,50,1,道路の破壊はなく、車両での来院は可能です。,2016/6/8 15:10,2016/6/8 15:10,0,,1
391395110080 ,高知県,中央東,要,要手配,南国中央病院,0,2016/6/8 15:11,0,0,0,0,0,1,0,1,,2016/6/8 14:45,,,2016/6/8 14:47,0,0,0,0,,3,2,2,0,2,2,,1,1,0,3,15,5,108,2,10,1,6,10,2,0,0,0,0,0,0,0,1,14:00,17:00,--：--,--：--,--：--,--：--,30,0,100,0,40,0,,2016/6/8 15:10,2016/6/8 15:11,0,,1
391395501040 ,高知県,中央東,未,未入力,野市中央病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395108700 ,高知県,中央東,未,未入力,藤原病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395503650 ,高知県,中央東,未,未入力,前田メディカルクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395500740 ,高知県,中央東,未,未入力,間崎病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395500580 ,高知県,中央東,未,未入力,三谷病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395800150 ,高知県,中央東,未,未入力,本山町立国保嶺北中央病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395124420 ,高知県,中央東,未,未入力,吉本皮膚科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395700120 ,高知県,中央西,要,要手配,安部病院,0,2016/6/8 15:10,0,0,1,0,0,0,0,1,,2016/6/8 14:45,,,2016/6/8 15:09,0,0,0,0,,2,4,3,,3,3,,0,0,0,15,50,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,10,2,30,5,40,2,,2016/6/8 15:08,2016/6/8 15:10,0,,1
391395108960 ,高知県,中央西,未,未入力,石川記念病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395300100 ,高知県,中央西,未,支援中,井上病院,3, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395801750 ,高知県,中央西,未,未入力,いの町立国民健康保険長沢診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395109840 ,高知県,中央西,要,支援中,いの病院,5,2016/6/8 15:11,0,0,1,0,0,0,1,1,,2016/6/8 14:45,,,2016/6/8 15:09,0,0,0,0,,1,2,1,,1,1,,1,1,0,10,20,20,50,3,0,0,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,10,1,30,2,40,2,輸液が足りない。,2016/6/8 14:47,2016/6/8 15:11,0,,1
391395700410 ,高知県,中央西,要,要手配,北島病院,0,2016/6/8 15:10,0,0,1,1,1,0,1,1,,2016/6/8 14:50,,,2016/6/8 14:52,1,1,1,1,,1,1,1,0,1,1,,1,1,0,0,0,3,5,3,5,3,3,10,5,0,0,0,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,10,2,45,4,40,4,,2016/6/8 15:10,2016/6/8 15:10,0,,1
392395700390 ,高知県,中央西,未,未入力,国保大崎診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395700250 ,高知県,中央西,未,未入力,佐川町立高北国民健康保険病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391396300110 ,高知県,中央西,未,手配済,さくら病院,1, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395300230 ,高知県,中央西,未,未入力,白菊園病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395700380 ,高知県,中央西,要,要手配,清和病院,0,2016/6/8 15:12,0,0,0,0,0,1,1,1,,2016/6/8 14:45,9079515897,,2016/6/8 15:11,0,0,0,0,,2,4,3,,2,2,,0,1,0,10,100,10,100,10,50,2,30,30,45,0,0,0,0,0,0,0,2,--：--,--：--,--：--,--：--,--：--,--：--,10,2,50,4,100,2,,2016/6/8 15:12,2016/6/8 15:12,0,,1
391395300360 ,高知県,中央西,未,未入力,土佐市民病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395125850 ,高知県,中央西,未,未入力,西村整形外科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395109260 ,高知県,中央西,要,要手配,仁淀病院,0,2016/6/8 15:07,56,0,1,1,0,0,1,1,,2016/6/8 14:45,,,2016/6/8 15:07,0,0,0,0,,2,2,3,0,2,2,,1,1,100,10,5,20,10,10,5,2,3,5,5,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,5,2,30,3,40,2,,2016/6/8 14:56,2016/6/8 14:59,0,,1
391395700700 ,高知県,中央西,未,未入力,前田病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395110110 ,高知県,中央西,未,未入力,森木病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395700540 ,高知県,中央西,未,未入力,山_外科整形外科病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395700960 ,高知県,中央西,未,未入力,山_病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395300650 ,高知県,高幡,未,未入力,一陽病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395600220 ,高知県,高幡,要,要手配,大西病院,0,2016/6/9 1:00,0,1,1,1,1,1,1,1,,2016/6/8 14:45,90000000,,2016/6/9 1:00,1,0,0,0,,1,1,1,,1,1,,1,1,0,1,2,2,4,2,4,2,2,4,2,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,1,0,10,0,3,0,,2016/6/9 0:57,2016/6/9 0:57,0,,1
392396100160 ,高知県,高幡,未,未入力,北川眼科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395600480 ,高知県,高幡,要,要手配,くぼかわ病院,0,2016/6/8 14:46,0,1,0,0,1,1,1,1,,2016/6/8 14:45,9022223333,,2016/6/8 14:46,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395300490 ,高知県,高幡,要,要手配,高陵病院,0,2016/6/8 15:08,0,0,0,0,0,1,1,0,,2016/6/8 14:43,0,,2016/6/8 15:07,0,0,0,0,,3,4,3,0,2,1,,0,0,0,10,20,5,40,5,2,2,3,6,1,0,5,20,0,2,3,2,2,--：--,--：--,--：--,--：--,--：--,--：--,20,2,150,4,50,2,,2016/6/8 14:53,2016/6/8 15:08,0,,1
392395304730 ,高知県,高幡,未,未入力,国保杉ノ川診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
